video_id,video_title,video_description,channel_id,channel_title,published_at,tweet_count,retweet_count_metadata,quote_count_metadata,tweet_count_by_community_0,retweet_count_by_community_0,quote_count_by_community_0,tweet_count_by_community_1,retweet_count_by_community_1,quote_count_by_community_1,tweet_count_by_community_2,retweet_count_by_community_2,quote_count_by_community_2,tweet_count_by_community_3,retweet_count_by_community_3,quote_count_by_community_3,tweet_count_by_community_4,retweet_count_by_community_4,quote_count_by_community_4,tweet_count_by_suspended_users,retweet_count_by_suspended_users,quote_count_by_suspended_users
etx0k1nLn78,Why do Biden's votes not follow Benford's Law?,"My book is cheap at Waterstones and signed at Maths Gear:
https://www.waterstones.com/book/humble-pi/matt-parker/9780141989143
https://mathsgear.co.uk/products/humble-pi-signed-paperback

Check out Steve Mould's Numberphile video about Benford's Law.
https://www.youtube.com/watch?v=XXjlR2OK1kM

Buy a signed copy of ""How Many Socks Make a Pair?"" by Rob Eastaway.
https://mathsgear.co.uk/products/copy-of-signed-copy-of-why-do-busses-come-in-threes

There’s more on Mark Nigrini’s work here:
http://www.nigrini.com/benfords-law/

""Benford's Law and the Detection of Election Fraud"" 2011 paper.
https://www.cambridge.org/core/journals/political-analysis/article/benfords-law-and-the-detection-of-election-fraud/3B1D64E822371C461AF3C61CE91AAF6D

And for balance, here is a paper critical of that other paper (but only in the use of a 'second digit' check and they do not dispute the main Benford's Law claims.). https://pdfs.semanticscholar.org/e667/b8ad9f58992828ff820ddc8a005de754c5f5.pdf
And here is a paper by the same author specifically about the 2020 US election results:
http://www-personal.umich.edu/~wmebane/inapB.pdf

Get your Chicago Board of Election Commissioners data here!
https://chicagoelections.gov/en/election-results.asp?election=251&race=11

Yep, 2069 precincts. Some would say that's too many.
https://data.cityofchicago.org/Facilities-Geographic-Boundaries/Precincts-current-/uvpq-qeeq

If you must, here are links to people using Benford's Law to suggest the Biden votes were fraudulent. Please do no harass or brigade anyone.
https://github.com/cjph8914/2020_benfords/blob/main/Chicago_Wards_Precincts_Benfords_Data.ipynb
https://jonsnewplace.wordpress.com/2020/11/07/joe-bidens-votes-violate-benfords-law-mathematics-gnews/

CORRECTIONS
- Hello loyal viewer. If you are reading this you most likely regularly watch my videos and know that I put corrections here. But the comment section on this video has been, to put it lightly, ""wild"". I don't think anyone is checking the corrections here! So I'm going to break with tradition and put the corrections in a pinned comment. But in short:
- I should have said I used the Chicago data (instead of a swing state, let's say) because that is what people claiming election fraud were using. I didn't pick it myself to make a point.
- Foolishly I cut a bit of the video where I talk about how Trump's data is also a bad Benford fit but that massive spike of 1s makes it look like a good match. Check out how low 3, 4 and 5 are.
- There has been specific criticism of aspects of that paper I read from, but only the usual back-and-forth of academics. Everyone agrees with the idea that Benford is not a magic tool to detect election fraud (nor is any statistical tool really; they all require careful interpretation).
- As always, let me know if you spot any other mistakes.

Thanks to my Patreon supporters who mean I can spend TWO DAYS trawling through election stats and making plots. I'm meant to be writing a new book you know. So, thanks a lot.

https://www.patreon.com/standupmaths

As always: thanks to Jane Street who support my channel. They're amazing.
https://www.janestreet.com/

Filming and editing by Matt Parker
Music by Howard Carter
Design by Simon Wright and Adam Robinson

MATT PARKER: Stand-up Mathematician
Website: http://standupmaths.com/
US book: https://www.penguinrandomhouse.com/books/610964/humble-pi-by-matt-parker/
UK book: https://mathsgear.co.uk/collections/books/products/humble-pi-signed-paperback",UCSju5G2aFaWMqn-_0YBtq5A,Stand-up Maths,2020-11-11T03:06:59Z,16,121,21,6,97,3,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0
fo4cbes8XUg,ERIC COOMER  How do we alter votes using the D0MINI0N system?  Eric explain how it's done,,UCLlTTvUPbG8DgdUm0-9gYmg,Aussie Patriot Q,2020-11-23T22:05:49Z,1,120,5,0,0,0,0,0,0,1,109,5,0,1,0,0,0,0,0,61,4
fWYB4uMKZi0,"Kelli Ward: ""Evidence of Massive Voter Fraud in AZ in our Lawsuit""","The John Fredericks Radio Network is America’s Godzilla of the TRUTH!  On the John Fredericks Radio Network, we’re #TRUCKINGTHETRUTH all across America with uncompromising broadcast coverage from the Nation’s Capital! 

The John Fredericks Radio Network is the most unique political news-talk show focused on the most important issues that impact the daily lives of everyday Americans and America comes to talk here on the truth line! We’re #TRUCKINGTHETRUTH weekday mornings from 6-10 am all across the nation…and we’re either making news or breaking news! The John Fredericks Radio Network broadcasts live weekdays 6am-10am and 24/7 stream.

Listen 24/7 on our available apps at http://www.johnfredericksradio.com/install-app",UCnPSyII9QOCP5TcDqm9mKPg,JohnFredericksShow,2020-12-03T19:51:41Z,8,120,9,0,0,0,1,0,0,7,112,9,0,0,0,0,0,0,2,64,3
burQI9vFIMs,Mark Levin on how left-wing Pennsylvania leaders CHEATED and FIXED the system to help Democrats,Mark Levin on how left-wing #Pennsylvania leaders CHEATED and FIXED the system to help Joe Biden and the Democrats,UCAql2DyGU2un1Ei2nMYsqOA,Donald J Trump,2020-12-07T02:32:31Z,10,117,3,0,0,0,1,0,0,7,110,2,0,0,0,0,0,0,5,66,1
k3WK0M4S_Qw,"PA poll watcher: USB cards uploaded to voting machines 24+ times, 47 USB cards missing | NTD","A Republican poll observer from Pennsylvania’s Delaware County told a Senate GOP Policy Committee hearing in Gettysburg on Nov. 25 that he witnessed a range of Election Day irregularities, including 47 USB cards that went missing.

Greg Stenstrom, who, besides being a poll watcher, said he’s an expert in security fraud, told the hearing that he witnessed a number of chain-of-custody violations, including around mail-in ballots, the balance of votes from drop boxes, and the handling of USB card flash drives—all of which he said broke rules defined by the Delaware County Board of Elections and the election process review.

“They didn’t follow one,” Stenstrom said. “It shocked me that this could happen.”

He described witnessing a situation in which data on USB cards was uploaded to voting machines by a warehouse supervisor without being observed by a poll watcher, which he said he saw happen at least 24 times.

“He’s walking in with baggies, which we have pictures of and that were submitted in our affidavits,” Stenstrom said, adding that Democratic poll watchers also witnessed this occurrence.

Stenstrom said he was told by an attorney that it’s normal for several USB cards to be left in machines and then brought back by the warehouse manager for input into tally systems. He added that when he later raised the issue with U.S. Attorney William McSwain and some law enforcement officers, he was told it is unusual for more than two drives to be left in voting machines.

He said he was later told that “these 24 to 30 cards that were uploaded” were unaccounted for, adding that “as of today, 47 USB v-cards are missing.”

#VoterFraud #PennsylvaniaHearing #PollWatcher
---------------------
💎Subscribe to NTD:  https://ept.ms/NTD
💎Support NTD: https://www.ntd.com/support-us.html
💎Looking for real news that doesn’t spin the facts? Try our sister media The Epoch Times digital for $1: http://ept.ms/EpochNews1
💎Sign the petition to investigate, condemn, and reject the Chinese Communist Party 
▶️https://rejectccp.com

Watch us on cable ☛ NTD America: Verizon Fios® TV, Channel 158
For more news and videos visit ☛ http://www.ntd.com
Follow us on Twitter ☛ https://twitter.com/news_ntd
Follow us on Parler ☛ https://parler.com/profile/ntdnews
Like us on Facebook ☛https://www.facebook.com/NTDTelevision/
Contact us: https://www.ntd.com/contact-us.html

---------------------
Watch more: 
NTD News Today https://bit.ly/NTDNewsTodayFullBroadcast
NTD Evening News http://bit.ly/NTDEveningNewsFullBroadcast
NTD Business http://bit.ly/NTDBusinessFullBroadcast
How the Specter of Communism Is Ruling Our World http://bit.ly/SpecterOfCommunismSeries
NTD Featured Videos http://bit.ly/FeaturedVideosNTD",UC8Ioh4atNDO5a0Vy2qFmauQ,NTD,2020-11-30T01:02:47Z,34,115,9,0,0,0,8,0,0,21,86,13,0,0,0,0,0,0,2,43,1
aRuRBgsRsxI,I'm investigating the election fraud. Amanda Milius with Sebastian Gorka on AMERICA First,"Sebastian talks to filmmaker Amanda Milius about her latest efforts to uncover voter fraud in the 2020 election.

Tune in to America First with Sebastian Gorka, Weekdays 3PM-6PM EST.
Subscribe to the America First podcast on iTunes: https://podcasts.apple.com/us/podcast/america-first-with-sebastian-gorka-podcast/id1451874289 
Follow Sebastian Gorka on Twitter: https://twitter.com/SebGorka
Follow the America First Facebook page: https://facebook.com/AmericaFirstGorka/
Visit https://SebGorka.com for more!",UClE7DDaoR-HER5_MLXG5K4w,America First with Sebastian Gorka,2020-12-08T00:30:00Z,4,115,2,0,0,0,1,7,1,2,75,1,0,0,0,0,1,0,1,35,1
IREHZrawXa8,Sidney Powell Comes Forward with Explosive Claims of Voter Fraud and Vote Counting,"President Trump's campaign lawyer Sidney Powell just came forward with EXPLOSIVE claims of voter fraud and vote counting in the 2020 election. WATCH Rudy Giuliani drop BOMBS about voter fraud: https://www.youtube.com/watch?v=MQMqHaR9N5k

► Subscribe to BlazeTV YouTube! https://bit.ly/2KJHuwu

► Join BlazeTV! https://get.blazetv.com/

► Sign up for our NEWSLETTER: https://theblaze.com/newsletters

Connect with us on Social Media: 
http://twitter.com/BlazeTV
http://instagram.com/TheBlazeTV
http://facebook.com/BlazeMedia",UCKgJEs_v0JB-6jWb8lIy9Xw,BlazeTV,2020-11-19T18:53:52Z,33,113,5,0,1,0,3,0,0,23,68,3,0,0,0,0,0,0,1,23,1
C8VIB_DxlrE,"LIVE: Sidney Powell, Lin Wood attend 'Stop the Steal' rally in Georgia (Dec. 2) | NTD","LIVE: Attorneys Sidney Powell, Lin Wood attend 'Stop the Steal' rally in Georgia (Dec. 2) | NTD

#SidneyPowell #LinWood #StopTheSteal

---------------------
💎Subscribe to NTD:  https://ept.ms/NTD
💎Support NTD: https://www.ntd.com/support-us.html
💎Looking for real news that doesn’t spin the facts? Try our sister media The Epoch Times digital for $1: http://ept.ms/EpochNews1
💎Sign the petition to investigate, condemn, and reject the Chinese Communist Party 
▶️https://rejectccp.com

Watch us on cable ☛ NTD America: Verizon Fios® TV, Channel 158
For more news and videos visit ☛ http://www.ntd.com
Follow us on Twitter ☛ https://twitter.com/news_ntd
Follow us on Parler ☛ https://parler.com/profile/ntdnews
Like us on Facebook ☛https://www.facebook.com/NTDTelevision/
Contact us: https://www.ntd.com/contact-us.html

---------------------
Watch more: 
NTD News Today https://bit.ly/NTDNewsTodayFullBroadcast
NTD Evening News http://bit.ly/NTDEveningNewsFullBroadcast
NTD Business http://bit.ly/NTDBusinessFullBroadcast
How the Specter of Communism Is Ruling Our World http://bit.ly/SpecterOfCommunismSeries
NTD Featured Videos http://bit.ly/FeaturedVideosNTD",UC8Ioh4atNDO5a0Vy2qFmauQ,NTD,2020-12-02T20:45:46Z,77,113,10,0,0,1,8,5,1,60,78,8,2,11,2,0,0,0,15,34,5
CNElkfBhzOI,President Trump Calls into Arizona Legislature Hearing on Election Fraud 11/30/20,"Monday, November 30, 2020: Members of President Donald Trump's legal team have scheduled a public hearing with select members of Arizona's legislature to gather and examine any evidence of election irregularities and fraud in the state.

Monday's hearing will be at the Hyatt Regency in downtown Phoenix. Trump's personal attorney Jenna Ellis and Rudy Giuliani are expected to attend. It wasn’t clear whether the Trump attorneys would be present in Phoenix or addressing the gathering remotely.

Read more:
https://www.fox10phoenix.com/news/trumps-legal-team-to-hold-public-hearing-with-arizona-lawmakers-on-election-integrity

 LIVE: Arizona State Legislature Holds Public Hearing on 2020 Election

🔴  Subscribe to RSBN for more LIVE streams and Breaking NEWS: http://bit.ly/2gDGbkh

🔴  Donate to RSBN and help keep us on the air: http://rsbn.tv/donate

🔴  Follow us on Twitter for breaking news updates: http://twitter.com/RSBNetwork

🔴  Like us on Facebook for more live streams and updates: http://facebook.com/rightsidebroadcasting",UCHqC-yWZ1kri4YzwRSt6RGQ,Right Side Broadcasting Network,2020-12-01T00:13:33Z,44,112,2,0,0,0,5,0,0,32,77,2,0,0,0,0,0,0,6,50,1
cGGlnHe3Rgc,"Crowd gasps after learning a spike of votes in PA had 600k votes for Biden and only 3,200 for Trump","WATCH: Crowd gasps after finding out that a mysterious spike of votes in #Pennsylvania had 600,000 votes for Biden and only 3,200 for Trump",UCAql2DyGU2un1Ei2nMYsqOA,Donald J Trump,2020-11-25T19:30:26Z,29,111,6,0,0,0,4,0,0,16,78,6,0,0,0,0,0,0,4,40,3
_NsK4Xzr8Ig,Election Fraud Exposed- REEEeeeee Stream,"Website: https://saltycrackermerch.com/

PayPal:  https://saltycrackermerch.com/paypal-donation/

Merchandise: https://saltycrackermerch.com/salty-merch/

DLive: https://dlive.tv/TheSaltyCracker

Lbry/Odysee:  https://odysee.com/@SaltyCracker

Bitchute: https://www.bitchute.com/channel/thesaltycracker/

Twitter:  https://twitter.com/SaltyCracker9

Back-Up Channel: https://www.youtube.com/channel/UChnZMOno3rthe1LHvcxufdw

SubscribeStar: https://www.subscribestar.com/salty-cracker

Community-Run Chat:https://saltycracker.chat/signup_user_complete/?id=ngumg67h5j8ajkgr11ze13pusr 

Parler: https://parler.com/profile/TheSaltyCracker/

Music by:
https://incompetech.com/
Crinoline Dreams
In Your Arms

--Disclaimer--
These are the opinions and ramblings of a lunatic. They are for entertainment purposes only and are probably wrong. You listen at your own risk.",UC8c-i0G5ySY3giqIQepEjcQ,Salty Cracker,2020-11-09T03:58:21Z,72,110,21,0,1,1,11,10,0,50,41,6,0,0,0,0,0,0,18,8,2
DZnOUYciDnc,"At least 30,000 ballots scanned numerous times in Dominion machines: contractor witness | NTD","A Dominion Voting Systems contractor who worked at Detroit’s TCF Center on Election Day testified before the Michigan House Oversight Committee on Dec. 2 that she witnessed at least 30,000 ballots being counted numerous times in Dominion machines.

Melissa Carone, a freelance IT worker who assisted Dominion at Detroit’s ballot-counting site from 6:15 a.m. on Nov. 3 to 4 a.m. the next day, before returning later for several more hours on Nov. 4, said in an affidavit on Nov. 10 that she “witnessed nothing but fraudulent actions take place.”

The affidavit was submitted as a supplement to a lawsuit in Michigan.

“I observed numerous employees, city workers, running batches of ballots through the tabulators countless times, without discarding them first,” Carone said Wednesday, responding to a question from President Donald Trump’s personal attorney Rudy Giuliani about what she observed while working at the center.

Carone said that the tabulating machines would jam two to three times an hour. She explained that the proper way to scan ballots when there’s a paper jam is to reset the count on the machine, or in other words discard the count, and rescan all of them with the jammed paper on top.

“Instead of discarding, they were just rescanning, rescanning, rescanning,” Carone said. “Counting ballots nine to 10 times.”

Carone noted that there were approximately 22 to 24 tabulating machines where she was working, and that she observed the malpractice “thousands of times” while she was at the site.

Read full article: https://www.ntd.com/thousands-of-ballots-were-scanned-numerous-times-in-dominion-machines-contractor-witness_535605.html

#MelissaCarone #Dominion #ElectionFraud

---------------------
💎Subscribe to NTD:  https://ept.ms/NTD
💎Support NTD: https://www.ntd.com/support-us.html
💎Looking for real news that doesn’t spin the facts? Try our sister media The Epoch Times digital for $1: http://ept.ms/EpochNews1
💎Sign the petition to investigate, condemn, and reject the Chinese Communist Party 
▶️https://rejectccp.com

Watch us on cable ☛ NTD America: Verizon Fios® TV, Channel 158
For more news and videos visit ☛ http://www.ntd.com
Follow us on Twitter ☛ https://twitter.com/news_ntd
Follow us on Parler ☛ https://parler.com/profile/ntdnews
Like us on Facebook ☛https://www.facebook.com/NTDTelevision/
Contact us: https://www.ntd.com/contact-us.html

---------------------
Watch more: 
NTD News Today https://bit.ly/NTDNewsTodayFullBroadcast
NTD Evening News http://bit.ly/NTDEveningNewsFullBroadcast
NTD Business http://bit.ly/NTDBusinessFullBroadcast
How the Specter of Communism Is Ruling Our World http://bit.ly/SpecterOfCommunismSeries
NTD Featured Videos http://bit.ly/FeaturedVideosNTD",UC8Ioh4atNDO5a0Vy2qFmauQ,NTD,2020-12-06T22:30:11Z,9,110,4,0,0,0,1,0,0,6,82,4,0,0,0,0,0,0,1,31,1
lKCTkLJbtT4,Possible Leaked Roadmap for the Next Phase of the Agenda,"Source article: https://thecanadianreport.ca/is-this-leaked-memo-really-trudeaus-covid-plan-for-2021-you-decide/

#Kontrol19

Support my work here: https://computingforever.com/donate/
Support my work on Subscribe Star: https://www.subscribestar.com/dave-cullen
Follow me on Bitchute: https://www.bitchute.com/channel/hybM74uIHJKf/
PayPal Donations Welcome. Click here: http://goo.gl/NSdOvK

SUBSCRIBE TO COMPUTING FOREVER YOUTUBE CHANNEL: https://www.youtube.com/user/LACK78
http://www.computingforever.com
KEEP UP ON SOCIAL MEDIA:
Gab: https://gab.ai/DaveCullen
Minds.com: https://www.minds.com/davecullen
Facebook : https://www.facebook.com/ComputingForever",UCT9D87j5W7PtE7NHOR5DUOQ,Computing Forever,2020-10-20T12:30:11Z,1,110,7,0,0,0,0,0,0,1,108,5,0,0,0,0,0,0,1,57,1
pu9zIEcPxvM,Georgia Senator CALLS for FULL AUDIT this WEEK in CLOSING Statements at VOTER FRAUD HEARING!,"Join this channel to support finding the truth in our crazy WORLD:
https://www.youtube.com/channel/UCBWFPe-x_T38UaE8glT2IxQ/join

Don't FORGET to FOLLOW: 
TWITTER: https://twitter.com/JDMOONAN
 FACEBOOK: https://www.facebook.com/jdmoonan
PARLER: https://parler.com/profile/jdmoonan/

I have transitioned away from playing online multiplayer games. I am moving more towards play throughs, game reviews, podcasts, and political clips. If you would like to support the channel don't forget to hit the join button. I will give exclusive advise for any of the games I do a play through for members. 

If you would like me to do a play through for a game please remember to post it in the comments or send me a message on discord if you are a member of the channel.

Join the discord and play with others in the community: https://discord.gg/bwMeg5F
Message an Admin or me directly to get assigned a role. If you are a paying member message JDMOONAN to get assigned the proper role.

JDMOONAN is a long time Dragon Knight player, theory craftier, anti meta hunter, and talk show host! I have moved to doing play throughs and suggestions videos for all of the games I do play throughs on.
Thank you for the support!
-JDMOONAN

""Music provided by http://spoti.fi/NCS""",UCBWFPe-x_T38UaE8glT2IxQ,JDMOONAN,2020-12-04T04:36:36Z,4,109,4,0,1,0,0,0,0,3,102,4,0,0,0,0,0,0,1,55,1
0RY_isInBMs,Election Fraud 2020 - Joe Biden - Trump - AC/DC Parody,"Election 2020 theme song outlying how Joe Biden won the presidency of the united states. This, of course, is satire of election fraud, but could be true lol. A parody in the style of ACDC thunderstruck! This gets into how the election results of 2020 has inspired us all. In this video, you will find specific election fraud claims from the far right such as Rush Limbaugh, Ted Cruz, Rudy Giuliani, and Alex Jones. Voter fraud in 2020? Joe Biden election fraud? Democrats election fraud? Is the election live over in 2020? What will Donald Trump do in 2020?

Please share this video on all social media! I would appreciate it greatly!",UCf9CiJskFQiV6hh-tCTpUmg,The Gospel of Jamz,2020-11-09T12:22:31Z,31,107,9,0,0,0,0,0,1,30,87,10,0,0,0,0,0,0,0,16,5
rri6flxaXww,🔴 LIVE: Arizona State Legislature Holds Public Hearing on 2020 Election,"Monday, November 30, 2020: Members of President Donald Trump's legal team have scheduled a public hearing with select members of Arizona's legislature to gather and examine any evidence of election irregularities and fraud in the state.

Monday's hearing will be at the Hyatt Regency in downtown Phoenix. Trump's personal attorney Jenna Ellis and Rudy Giuliani are expected to attend. It wasn’t clear whether the Trump attorneys would be present in Phoenix or addressing the gathering remotely.

Read more:
https://www.fox10phoenix.com/news/trumps-legal-team-to-hold-public-hearing-with-arizona-lawmakers-on-election-integrity

 LIVE: Arizona State Legislature Holds Public Hearing on 2020 Election

🔴  Subscribe to RSBN for more LIVE streams and Breaking NEWS: http://bit.ly/2gDGbkh

🔴  Donate to RSBN and help keep us on the air: http://rsbn.tv/donate

🔴  Follow us on Twitter for breaking news updates: http://twitter.com/RSBNetwork

🔴  Like us on Facebook for more live streams and updates: http://facebook.com/rightsidebroadcasting",UCHqC-yWZ1kri4YzwRSt6RGQ,Right Side Broadcasting Network,2020-12-01T03:52:04Z,92,106,7,0,0,0,8,0,0,76,87,12,0,0,0,0,0,0,25,37,3
eHLFGtiQ8sY,"LIVE: Trump, Giuliani to Join Public Hearing on Voter Fraud Claims in Gettysburg, Pennsylvania","(Nov. 25) President Donald Trump will reportedly travel to Gettysburg, Pennsylvania, on Wednesday to attend a meeting with his lawyer Rudy Giuliani and state Republican lawmakers examining accusations of election impropriety. 

Subscribe to our YouTube channel: https://bit.ly/2TwO8Gm

Bloomberg Quicktake brings you live global news and original shows spanning business, technology, politics and culture. Make sense of the stories changing your business and your world.

To watch complete coverage on Bloomberg Quicktake 24/7, visit http://www.bloomberg.com/qt/live, or watch on Apple TV, Roku, Samsung Smart TV, Fire TV and Android TV on the Bloomberg app.

Connect with us on…
YouTube: https://www.youtube.com/user/Bloomberg
Breaking News on YouTube: https://www.youtube.com/c/BloombergQuickTakeNews
Twitter: https://twitter.com/quicktake
Facebook: https://www.facebook.com/quicktake
Instagram: https://www.instagram.com/quicktake",UChirEOpgFCupRAk5etXqPaA,Bloomberg Quicktake: Now,2020-11-25T20:23:07Z,100,106,9,1,0,0,18,4,2,48,64,4,2,1,0,0,0,0,17,29,2
m5Aw2_tIhAI,Atty Matthew DePerno CONFIRMS Dominion Machines CHANGED VOTES From Trump to Biden --NOT HUMAN ERROR!,HUGE! Attorney Matthew DePerno CONFIRMS Dominion Voting Machines CHANGED VOTES From Trump to Biden -- IT WAS NOT HUMAN ERROR!,UCMaLetBcZ8fqsoIryB015og,Gateway Pundit,2020-12-12T00:42:47Z,6,104,1,0,0,0,0,0,0,6,81,1,0,0,0,0,0,0,1,40,1
FfnCx0WjUSw,Mich Voter Fraud Witness Shane Trejo Describes 3 30am Illegal Ballots Arriving in Detroit,,UCIzJnL-CCJcJ-BgLRBJEMJg,Étienne Breaux,2020-11-14T03:47:27Z,2,100,4,0,0,0,0,0,0,2,95,4,0,0,0,0,0,0,0,52,0
r6P-wwU8IdE,CNN reports Smartmatic VOTE FRAUD,"CNN says SMARTMATIC is used for VOTER FRAUD in 2006. 

CNN, who has long claimed that the software and mail-in ballots of the 2020 election were the most secure in history, do a full news report in 2006 on the massive fraud caused to change elections by Smartmatic software. 

I ran across this 2006 CNN report whilst looking at prophecies from Kim Clement in the year of 2006. 

You literally could not make this up. 

The video discusses, in full length and detail no-less, how Smartmatic was used in Venezuela to switch the votes in favor of Hugo Chávez in 2004. 

Chávez was very behind in the polls the night of the election. Yet, the next morning, he was ahead and declared victory in the election.  Using Smartmatic, he apparently never lost an election again. 

Chávez turned Venezuela into a very dangerous and extremely brutal third-world country. A once prosperous land, the people became starving under the brutal regime that had taken power by ""fair and free election"". This happened nearly overnight. 

Chávez also took control of the food distribution of the country. In doing this, the people starved. 

None-the-less, Time magazine called Chávez one of the world's 100 most influential people in 2005 and 2006. 

This may lead some to ask: Why do our medias praise dictators and systems which oppress and starve people whilst attacking full force men who cut taxes, fight for freedom, and improve the entire well-being of a nation? 

God in a Nutshel project
http://godinanutshell.com/product-category/dvds/",UCul300ELNnKXyxFosz1HyJA,Trey Smith,2020-12-06T03:54:07Z,28,99,7,0,0,0,11,2,0,16,90,9,0,0,0,0,1,0,9,54,2
7H10wZ4SszM,"🔴 LIVE: Trump Campaign Holds Press Conference in Philadelphia, PA","LIVE: Trump Campaign Holds Press Conference in Philadelphia, PA

Donald J. Trump for President, Inc. will host a press conference in Philadelphia, PA 


LIVE: Trump Campaign Press Conference in Phoenix, AZ

Join this channel to get access to perks:
https://www.youtube.com/channel/UCHqC-yWZ1kri4YzwRSt6RGQ/join

🔴  Subscribe to RSBN for more LIVE streams and Breaking NEWS: http://bit.ly/2gDGbkh

🔴  Donate to RSBN and help keep us on the air: http://rsbn.tv/donate

🔴  Follow us on Twitter for breaking news updates: http://twitter.com/RSBNetwork

🔴  Like us on Facebook for more live streams and updates: http://facebook.com/rightsidebroadcasting",UCHqC-yWZ1kri4YzwRSt6RGQ,Right Side Broadcasting Network,2020-11-07T17:55:06Z,31,99,6,0,0,0,4,0,1,24,18,1,0,0,0,0,0,0,7,6,0
sp52t5bdlzU,Compilation Of Blatant Voter Fraud By The Democratic Operatives In The 2020 Election #stopthesteal,,UC5MZDmA9SZqz-B3nE9_lQYQ,Smile Be Happy! World,2020-11-05T01:08:38Z,3,99,14,0,0,0,1,1,0,2,16,2,0,0,0,0,0,0,2,9,2
YTR-mrcPISk,Voting Fraud in Detroit Michigan!,"Republicans and Independents being denied access to count ballots due to “COVID” restrictions. They are all Democrats counting and as people leave, they won’t let more in.",UCC24nYgpXpih3bGgcWzX7IQ,Agirl Inpitt,2020-11-05T15:57:51Z,1,97,32,0,0,0,1,6,2,0,15,7,0,0,0,0,0,0,0,3,1
ZiXwhhOJ0RA,Assessing testimonies regarding election irregularities (PART 1),"Many questions remain unanswered regarding election integrity as Americans continue to hear whistleblowers sharing their stories of what they have seen in terms of voter irregularities. One America's Stephanie Myers spoke with Retired Lt. Col.Tony Shaffer, the President of the London Center for Policy Research, about the latest developments. 

Visit us at:

Tired of censorship from other social media platforms? Join us on Free Talk
Free Talk is OANs new social platform.
Users can post, chat and connect with other members.
It allows Free Speech at home, on the go and anywhere in the world, No SHADOWBANNING!
https://freetalk.app

Website: https://www.oann.com
Facebook: 
https://www.facebook.com/OneAmericaNewsNetwork
Twitter: https://twitter.com/OANN
Instagram:
https://www.instagram.com/one_america_news_

KlowdTV:
Watch OAN Live on KlowdTV subscription prices start at $4.99 /mo
https://klowdtv.com",UCNbIDJNNgaRrXOD7VllIMRQ,One America News Network,2020-12-04T18:53:06Z,1,96,7,0,0,0,1,1,0,0,83,7,0,0,0,0,0,0,0,41,3
